loan_id, no_of_dependents, education, self_employed, income_annum, loan_amount, loan_term, cibil_score, residential_assets_value, commercial_assets_value, luxury_assets_value, bank_asset_value, loan_status
2712,2, Graduate, Yes,400000,600000,10,839,900000,800000,1300000,500000, Approved
2713,2, Not Graduate, Yes,9400000,34100000,12,506,15300000,4700000,35100000,7400000, Rejected
2714,0, Not Graduate, No,5300000,8200000,18,626,5400000,9700000,12600000,1900000, Approved
2715,1, Not Graduate, No,5100000,20900000,8,861,15300000,7500000,2900000,5900000, Approved
2716,4, Not Graduate, Yes,4700000,8500000,16,795,8600000,4500000,8200000,2800000, Approved
2717,4, Graduate, No,4400000,17300000,20,624,15300000,2900000,5600000,6400000, Approved
2718,4, Not Graduate, No,6900000,29100000,16,693,19400000,1000000,15800000,3200000, Approved
2719,2, Graduate, Yes,5800000,8700000,6,877,17800000,5100000,16800000,7300000, Approved
2720,5, Not Graduate, No,1800000,2400000,14,778,5000000,900000,3400000,1400000, Approved
2721,3, Graduate, Yes,6300000,30200000,6,549,3500000,2100000,15000000,8100000, Rejected
2722,0, Graduate, No,6700000,19100000,10,716,2800000,12400000,21200000,2400000, Approved
2723,0, Graduate, Yes,1300000,4600000,14,497,4200000,700000,1800000,1300000, Rejected
2724,2, Not Graduate, No,3800000,4200000,6,853,2500000,2100000,4500000,1000000, Approved
2725,2, Not Graduate, Yes,7900000,16700000,2,356,11800000,6700000,26200000,9700000, Rejected
2726,0, Not Graduate, Yes,6200000,18700000,18,435,13700000,7200000,3900000,2700000, Rejected
2727,0, Graduate, Yes,1500000,6800000,16,507,1300000,1900000,1500000,1000000, Rejected
2728,3, Graduate, Yes,500000,1000000,4,421,500000,800000,300000,500000, Rejected
2729,4, Not Graduate, Yes,5800000,23800000,8,657,10100000,8500000,14200000,4500000, Approved
2730,1, Not Graduate, No,4700000,17100000,6,728,6500000,5700000,12200000,5600000, Approved
2731,1, Graduate, Yes,9600000,14000000,20,835,23400000,9500000,22600000,10200000, Approved
2732,3, Not Graduate, Yes,5300000,11500000,20,601,2400000,3500000,10300000,1500000, Approved
2733,0, Not Graduate, No,9300000,18100000,14,673,16900000,16500000,21900000,11000000, Approved
2734,5, Not Graduate, No,2300000,6400000,10,660,1800000,1800000,2700000,1600000, Rejected
2735,3, Not Graduate, Yes,4500000,15900000,2,302,9900000,9600000,15300000,4200000, Rejected
2736,2, Not Graduate, No,1500000,4100000,6,725,900000,2200000,5900000,600000, Approved
2737,3, Not Graduate, No,5800000,11500000,2,313,4900000,9200000,13900000,4000000, Rejected
2738,0, Not Graduate, No,2000000,7600000,16,629,5700000,2500000,3600000,2500000, Approved
2739,1, Graduate, Yes,5000000,16700000,2,900,4900000,11600000,16400000,7000000, Approved
2740,3, Not Graduate, No,3500000,10800000,14,773,9200000,3700000,4100000,4900000, Approved
2741,5, Not Graduate, Yes,2000000,6400000,20,604,2200000,2100000,3200000,2200000, Approved
2742,5, Not Graduate, Yes,1100000,2100000,8,491,1100000,2500000,4200000,200000, Approved
2743,3, Not Graduate, Yes,5200000,19400000,14,803,6200000,7900000,6000000,3700000, Approved
2744,2, Graduate, Yes,9400000,24000000,18,816,29200000,10600000,8400000,3500000, Approved
2745,5, Graduate, No,2100000,5200000,10,521,3200000,1400000,5100000,2300000, Rejected
2746,0, Not Graduate, No,4100000,6600000,10,364,4100000,2500000,10500000,1300000, Rejected
2747,1, Not Graduate, No,2400000,8100000,6,649,4700000,4800000,6200000,3500000, Approved
2748,2, Not Graduate, Yes,8100000,27600000,10,681,11900000,5700000,8700000,3000000, Approved
2749,3, Not Graduate, No,4200000,9900000,18,861,11800000,100000,12700000,700000, Approved
2750,4, Not Graduate, Yes,9700000,39500000,14,834,33600000,500000,13100000,12400000, Approved
2751,2, Graduate, Yes,2600000,11400000,6,437,5000000,6400000,9900000,1000000, Rejected
2752,5, Not Graduate, No,900000,1300000,12,451,1500000,1300000,1200000,100000, Rejected
2753,2, Graduate, No,5900000,22300000,16,899,7900000,7200000,3300000,5100000, Approved
2754,3, Not Graduate, No,6500000,16700000,2,496,22200000,14900000,16200000,9500000, Rejected
2755,0, Graduate, No,9900000,39500000,16,575,17800000,8700000,12000000,4700000, Rejected
2756,0, Graduate, No,8700000,16500000,6,483,6900000,17300000,23500000,5800000, Approved
2757,1, Graduate, No,8800000,18700000,6,536,29900000,15900000,11500000,3800000, Approved
2758,0, Graduate, No,6400000,17700000,10,639,21600000,7600000,12800000,5600000, Approved
2759,5, Not Graduate, No,3700000,7700000,12,475,6100000,7200000,4200000,2000000, Rejected
2760,3, Graduate, No,4400000,16600000,20,548,5900000,10600000,8800000,4100000, Rejected
2761,5, Not Graduate, No,1500000,4400000,6,511,3700000,800000,1500000,1200000, Rejected
2762,1, Graduate, No,4400000,8300000,6,364,12900000,200000,7400000,6200000, Rejected
2763,0, Graduate, Yes,3700000,11200000,8,772,6800000,7600000,4400000,3800000, Approved
2764,1, Graduate, No,500000,2300000,18,835,600000,500000,1700000,500000, Approved
2765,0, Not Graduate, No,2200000,9200000,20,595,2600000,3000000,6700000,1700000, Approved
2766,1, Not Graduate, Yes,5400000,16200000,10,423,6900000,3000000,5900000,2800000, Rejected
2767,0, Not Graduate, Yes,3800000,8200000,14,686,2200000,8000000,3000000,2100000, Approved
2768,1, Graduate, No,9900000,17000000,20,620,27400000,17800000,5800000,8000000, Approved
2769,3, Graduate, Yes,4800000,21700000,18,631,2600000,11400000,6200000,1800000, Approved
2770,5, Not Graduate, Yes,9500000,36500000,14,657,14400000,11300000,20700000,2700000, Approved
2771,1, Not Graduate, No,6600000,21700000,12,731,19500000,16100000,12500000,4100000, Approved
2772,5, Graduate, No,500000,2300000,20,324,800000,600000,2000000,100000, Rejected
2773,4, Not Graduate, No,2100000,3100000,6,359,2500000,3300000,6900000,900000, Rejected
2774,0, Not Graduate, No,7100000,26500000,8,357,23600000,12000000,5500000,6000000, Rejected
2775,0, Graduate, No,5500000,10300000,16,392,3400000,6700000,5800000,6600000, Rejected
2776,0, Not Graduate, Yes,3100000,4600000,2,883,9700000,4400000,1800000,1300000, Approved
2777,4, Graduate, No,5300000,15200000,12,738,2100000,3000000,5200000,6400000, Approved
2778,4, Graduate, Yes,9000000,22900000,18,699,14100000,8200000,21200000,1100000, Approved
2779,5, Not Graduate, No,4000000,19100000,4,720,9100000,7000000,3100000,6000000, Approved
2780,3, Graduate, Yes,600000,1400000,18,320,900000,100000,400000,500000, Rejected
2781,0, Graduate, No,3200000,13600000,10,428,6300000,5600000,2900000,2500000, Rejected
2782,5, Graduate, No,9300000,37200000,18,777,8100000,7100000,26400000,9400000, Approved
2783,5, Graduate, No,7600000,27900000,14,578,15800000,5200000,4300000,5800000, Rejected
2784,4, Not Graduate, No,8400000,39300000,4,605,5400000,14600000,32700000,5600000, Approved
2785,5, Not Graduate, Yes,9100000,23900000,16,750,25700000,4900000,16700000,5600000, Approved
2786,1, Not Graduate, Yes,1300000,3300000,2,345,2800000,3100000,2200000,1900000, Rejected
2787,3, Not Graduate, Yes,2900000,4800000,6,779,5200000,7200000,6300000,3800000, Approved
2788,3, Not Graduate, Yes,700000,1500000,18,709,300000,800000,1600000,600000, Approved
2789,1, Not Graduate, No,200000,900000,18,542,400000,200000,400000,300000, Rejected
2790,5, Not Graduate, Yes,8300000,24000000,2,600,17100000,1600000,18300000,2600000, Approved
2791,3, Graduate, No,9300000,22000000,8,344,10000000,18100000,15700000,7800000, Rejected
2792,5, Not Graduate, Yes,1700000,3200000,2,423,4100000,700000,2800000,1200000, Rejected
2793,1, Not Graduate, Yes,7200000,21200000,6,448,3300000,16800000,4300000,4000000, Rejected
2794,2, Graduate, No,5400000,20900000,20,827,4800000,13400000,15400000,7500000, Approved
2795,5, Not Graduate, No,800000,1700000,4,367,2100000,200000,2100000,1000000, Rejected
2796,1, Not Graduate, Yes,9100000,36700000,14,475,6200000,15500000,25900000,12500000, Rejected
2797,3, Graduate, No,8700000,30600000,18,379,8800000,10100000,33000000,8600000, Rejected
2798,4, Not Graduate, Yes,5700000,23700000,18,471,13400000,7700000,12300000,3600000, Rejected
2799,4, Graduate, No,7100000,14200000,8,306,18500000,3200000,25500000,8200000, Rejected
2800,4, Graduate, Yes,4000000,14100000,14,463,1500000,7200000,8200000,1000000, Rejected
2801,3, Graduate, Yes,7900000,12800000,10,734,4900000,3300000,17200000,10200000, Approved
2802,0, Not Graduate, No,4500000,11000000,4,761,7500000,10000000,12200000,600000, Approved
2803,1, Not Graduate, Yes,9800000,38200000,6,528,21100000,11100000,12300000,12200000, Rejected
2804,4, Not Graduate, Yes,800000,2800000,16,724,1400000,1300000,1000000,900000, Approved
2805,3, Not Graduate, No,1800000,3200000,14,671,4200000,4100000,4100000,400000, Approved
2806,2, Graduate, Yes,9600000,39500000,12,842,25900000,17700000,7100000,2900000, Approved
2807,5, Not Graduate, Yes,3000000,3600000,16,783,10000000,4100000,4000000,2200000, Approved
2808,2, Graduate, No,3200000,10800000,14,437,4300000,3200000,10500000,1700000, Rejected
2809,2, Graduate, Yes,7900000,39000000,8,653,5800000,9100000,16800000,10400000, Approved
2810,2, Graduate, No,2000000,6300000,6,772,2100000,1700000,1200000,700000, Approved
2811,2, Graduate, No,5200000,21900000,20,483,3600000,12300000,3700000,3600000, Rejected
2812,3, Not Graduate, Yes,3000000,10100000,20,644,4500000,1900000,11200000,1400000, Approved
2813,5, Not Graduate, No,2100000,8700000,2,540,6500000,2100000,8100000,600000, Rejected
2814,5, Graduate, Yes,9600000,34800000,16,485,12900000,18700000,26300000,4500000, Rejected
2815,2, Graduate, No,2100000,7900000,4,419,1500000,1900000,2400000,2700000, Rejected
2816,2, Graduate, No,1100000,2100000,18,321,2100000,2400000,2000000,1200000, Rejected
2817,5, Graduate, Yes,6800000,27000000,12,750,23600000,4100000,10700000,9400000, Approved
2818,3, Not Graduate, Yes,8600000,16800000,14,792,7100000,700000,27900000,5700000, Approved
2819,1, Not Graduate, Yes,1400000,6900000,16,691,3900000,2200000,3300000,600000, Approved
2820,3, Not Graduate, No,7100000,13600000,14,444,20700000,9000000,22900000,1000000, Rejected
2821,4, Not Graduate, Yes,5400000,10500000,6,311,8200000,12600000,9500000,4300000, Rejected
2822,2, Not Graduate, No,8300000,36800000,18,679,18600000,8800000,29400000,1300000, Approved
2823,3, Not Graduate, Yes,1400000,2800000,12,420,2300000,500000,2800000,100000, Rejected
2824,4, Graduate, Yes,9700000,23700000,12,629,10300000,8000000,19000000,9200000, Approved
2825,0, Graduate, Yes,6200000,23900000,8,883,10000000,6100000,13700000,2100000, Approved
2826,5, Not Graduate, No,8400000,13700000,2,302,4300000,12200000,21600000,7400000, Rejected
2827,0, Not Graduate, No,3700000,6100000,12,646,9400000,2500000,13400000,3300000, Approved
2828,0, Graduate, No,9400000,27700000,8,897,27600000,12900000,19800000,10500000, Approved
2829,1, Not Graduate, No,6300000,12400000,14,500,7700000,14300000,23700000,4000000, Approved
2830,0, Not Graduate, Yes,1400000,2700000,8,789,2900000,1500000,2600000,1500000, Approved
2831,3, Not Graduate, No,9200000,9500000,20,797,8900000,15000000,15100000,5600000, Approved
2832,3, Graduate, No,7900000,19600000,14,592,4900000,4500000,12100000,1900000, Approved
2833,2, Graduate, No,3100000,7000000,10,484,7400000,6200000,1800000,1700000, Rejected
2834,5, Graduate, No,5500000,6200000,16,708,3500000,3700000,19100000,600000, Approved
2835,1, Graduate, Yes,4000000,13900000,14,672,11100000,5800000,3100000,3000000, Approved
2836,5, Not Graduate, No,5500000,19300000,14,586,6000000,4100000,9200000,6300000, Rejected
2837,3, Graduate, No,9600000,12300000,12,415,27900000,1600000,13200000,11500000, Rejected
2838,4, Not Graduate, No,9000000,20400000,20,747,12700000,7200000,27900000,3800000, Approved
2839,5, Not Graduate, No,2300000,10300000,8,427,3300000,1200000,8700000,600000, Rejected
2840,1, Not Graduate, No,9700000,32300000,10,380,26000000,21600000,32600000,3500000, Rejected
2841,0, Not Graduate, No,4400000,11700000,6,340,8300000,2900000,7100000,6500000, Rejected
2842,4, Graduate, No,7100000,20300000,12,568,6100000,17300000,14900000,3800000, Rejected
2843,3, Not Graduate, No,7600000,13900000,20,372,22800000,9400000,10400000,5300000, Rejected
2844,1, Graduate, Yes,4900000,20800000,14,501,6500000,2700000,18300000,1000000, Rejected
2845,5, Not Graduate, Yes,4600000,21400000,6,445,2500000,4500000,4200000,5500000, Rejected
2846,4, Not Graduate, Yes,4600000,21400000,20,576,7200000,2100000,17600000,3300000, Rejected
2847,3, Graduate, Yes,8600000,16300000,16,767,18000000,17900000,28800000,1900000, Approved
2848,0, Graduate, Yes,3900000,8700000,10,570,8600000,1200000,11700000,3000000, Approved
2849,5, Graduate, Yes,2900000,4800000,4,634,8600000,6300000,9300000,3200000, Approved
2850,3, Graduate, No,3700000,8200000,10,385,7400000,400000,6200000,2800000, Rejected
2851,3, Graduate, Yes,2100000,4900000,18,367,2000000,1600000,3200000,3100000, Rejected
2852,0, Not Graduate, No,4000000,14100000,12,886,4300000,1400000,7300000,5300000, Approved
2853,4, Not Graduate, No,1300000,2300000,4,672,700000,2200000,1500000,1100000, Approved
2854,5, Graduate, Yes,1000000,4700000,4,309,2600000,1300000,3100000,1400000, Rejected
2855,4, Graduate, Yes,7200000,10200000,20,639,4000000,16900000,15600000,8900000, Approved
2856,2, Graduate, Yes,900000,900000,10,306,2000000,800000,3200000,600000, Rejected
2857,1, Graduate, No,5700000,25200000,14,346,12400000,600000,20400000,6700000, Rejected
2858,2, Graduate, Yes,7800000,29800000,8,524,21800000,14900000,8200000,6300000, Rejected
2859,3, Not Graduate, Yes,7200000,17400000,2,694,3200000,10400000,9100000,6200000, Approved
2860,1, Graduate, No,4500000,15200000,10,672,3900000,9300000,8700000,3700000, Approved
2861,3, Not Graduate, No,2000000,3800000,14,775,6400000,2100000,1800000,2500000, Approved
2862,5, Graduate, Yes,9300000,15600000,8,407,19400000,17200000,27100000,12900000, Rejected
2863,0, Not Graduate, Yes,8300000,23900000,14,415,14200000,3500000,25600000,4500000, Rejected
2864,1, Graduate, Yes,6100000,14700000,10,620,16300000,15200000,18500000,6100000, Rejected
2865,2, Graduate, Yes,1000000,3500000,8,822,3200000,400000,2100000,1000000, Approved
2866,1, Not Graduate, No,500000,900000,6,734,500000,1000000,1700000,700000, Approved
2867,4, Not Graduate, Yes,3200000,11700000,6,702,10200000,1700000,8400000,2300000, Approved
2868,0, Not Graduate, Yes,1700000,6900000,6,356,900000,3300000,6800000,600000, Rejected
2869,0, Graduate, Yes,8600000,14300000,16,827,29500000,18500000,28800000,3300000, Approved
2870,2, Not Graduate, No,2200000,2600000,8,891,1600000,4800000,6700000,400000, Approved
2871,2, Not Graduate, No,2900000,8000000,16,649,3100000,3400000,2700000,700000, Approved
2872,4, Graduate, No,9700000,39500000,8,502,5000000,10400000,33100000,5100000, Rejected
2873,0, Not Graduate, No,8200000,29500000,8,698,23400000,17100000,12900000,2000000, Approved
2874,4, Graduate, No,2300000,8800000,20,686,7900000,3300000,4500000,3000000, Approved
2875,1, Graduate, No,3900000,10200000,18,858,4600000,6100000,8300000,2400000, Approved
2876,5, Graduate, Yes,5200000,10100000,10,366,6600000,3100000,8600000,3200000, Rejected
2877,3, Graduate, No,6700000,21000000,6,609,7500000,7500000,5900000,7800000, Approved
2878,4, Not Graduate, Yes,9300000,16900000,16,726,6600000,8600000,11100000,4900000, Approved
2879,0, Graduate, Yes,8700000,34000000,2,509,24300000,14500000,28800000,9600000, Approved
2880,4, Graduate, No,9700000,17300000,10,805,3900000,4800000,27000000,12100000, Approved
2881,2, Graduate, No,500000,1100000,12,338,1700000,500000,1900000,300000, Rejected
2882,3, Not Graduate, Yes,2500000,7600000,14,363,8200000,5300000,8400000,1900000, Rejected
2883,0, Not Graduate, No,5700000,16800000,4,775,3400000,7800000,10900000,3100000, Approved
2884,3, Graduate, No,600000,2000000,2,375,1200000,1300000,2000000,400000, Approved
2885,5, Graduate, Yes,3600000,9900000,6,551,12500000,2100000,9100000,3300000, Approved
2886,5, Not Graduate, Yes,1700000,8000000,4,468,5100000,1900000,2600000,1000000, Rejected
2887,5, Graduate, No,9300000,39500000,12,713,23800000,11600000,36400000,7000000, Approved
2888,4, Graduate, Yes,800000,3600000,20,307,200000,800000,3000000,600000, Rejected
2889,1, Not Graduate, No,1600000,5600000,6,514,700000,2700000,1400000,200000, Approved
2890,2, Not Graduate, Yes,2100000,7400000,10,892,5900000,800000,7200000,700000, Approved
2891,0, Not Graduate, Yes,1600000,5500000,6,521,2300000,2100000,1200000,1400000, Rejected
2892,1, Graduate, Yes,5700000,15600000,2,659,13700000,2000000,21400000,600000, Approved
2893,1, Not Graduate, No,3700000,8500000,16,893,9800000,5800000,9900000,4000000, Approved
2894,4, Graduate, No,9100000,30600000,6,665,14500000,18900000,9900000,12400000, Approved
2895,0, Not Graduate, Yes,2700000,3000000,12,753,1800000,100000,9100000,3100000, Approved
2896,5, Graduate, No,5400000,5600000,14,876,8000000,6200000,12400000,2900000, Approved
2897,4, Graduate, Yes,6600000,29100000,18,670,20300000,8100000,4700000,4800000, Approved
2898,4, Not Graduate, Yes,6300000,7500000,4,800,8100000,11300000,20800000,6400000, Approved
2899,3, Graduate, No,8000000,24800000,12,605,3300000,1500000,26100000,8400000, Approved
2900,1, Not Graduate, Yes,2100000,7300000,20,789,7100000,2100000,4600000,3100000, Approved
2901,3, Not Graduate, No,5100000,9100000,10,685,12500000,10000000,15600000,4000000, Approved
2902,3, Graduate, Yes,8000000,36700000,2,504,15900000,10600000,5100000,3600000, Rejected
2903,5, Not Graduate, No,8600000,15100000,6,635,25300000,16100000,13900000,5200000, Approved
2904,4, Graduate, Yes,6200000,28100000,16,501,9700000,5600000,17700000,8600000, Rejected
2905,4, Graduate, No,6500000,26300000,16,538,22400000,15000000,8500000,6400000, Approved
2906,2, Graduate, No,8600000,16900000,8,475,26100000,1700000,17900000,11300000, Rejected
2907,2, Not Graduate, Yes,6300000,10100000,4,595,7100000,1400000,23700000,7000000, Approved
2908,4, Not Graduate, No,9400000,21300000,6,508,13400000,12400000,31900000,13600000, Rejected
2909,3, Not Graduate, No,1400000,3600000,6,676,1600000,1600000,3400000,1100000, Approved
2910,2, Not Graduate, No,3600000,7100000,16,522,8600000,5700000,9100000,5100000, Rejected
2911,2, Graduate, No,1200000,6000000,18,595,2800000,700000,4300000,1600000, Rejected
2912,3, Not Graduate, Yes,1000000,1900000,2,384,1900000,600000,3500000,1300000, Rejected
2913,3, Not Graduate, No,4800000,20700000,16,532,16300000,9000000,3900000,6800000, Rejected
